played_at,csv_id,csv_name,result,keeper_touched,event_time_seconds
"2026-07-18 19:03:52","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:03:54","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:03:57","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:04:08","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:05:06","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:05:08","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:05:13","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:05:22","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","被扑出",true,0.420
"2026-07-18 19:05:28","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","被扑出",true,0.420
"2026-07-18 19:05:28","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:05:32","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:05:37","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","进球",false,0.580
"2026-07-18 19:05:40","b0377b45587c4f4a9950612e84e33169","penalty_bottom_left_trajectory.csv","被扑出",true,0.000
"2026-07-18 19:06:02","3e4c176923614405a0811375eebf8e48","penalty_mid_right_trajectory.csv","被扑出",true,0.540
"2026-07-18 19:06:07","3e4c176923614405a0811375eebf8e48","penalty_mid_right_trajectory.csv","进球",false,0.660
"2026-07-18 19:06:13","3e4c176923614405a0811375eebf8e48","penalty_mid_right_trajectory.csv","进球",false,0.660
"2026-07-18 19:06:16","3e4c176923614405a0811375eebf8e48","penalty_mid_right_trajectory.csv","进球",false,0.660
"2026-07-18 19:06:29","3e4c176923614405a0811375eebf8e48","penalty_mid_right_trajectory.csv","被扑出",true,0.540
"2026-07-18 19:52:28","b47957ecd5a94eb589bb154a5475ad1d","unity_20260718_194814_trajectory.csv","进球",false,1.075
"2026-07-18 19:52:34","b47957ecd5a94eb589bb154a5475ad1d","unity_20260718_194814_trajectory.csv","被扑出",true,0.780
"2026-07-18 19:52:38","b47957ecd5a94eb589bb154a5475ad1d","unity_20260718_194814_trajectory.csv","进球",false,1.075
"2026-07-18 19:52:48","b47957ecd5a94eb589bb154a5475ad1d","unity_20260718_194814_trajectory.csv","被扑出",true,0.760
